year,sp,id,sex,marked,lifespan,cop,tbl,abl,thorl,thorw,fwl,hwl,fpl,fpw
2014,CS,uru,Male,2014-6-10,0,0,45.12238275,36.68537391,5.449508972,2.295112606,26.64993438,25.24627936,18.21276596,9.510638298
2014,CS,usc,Male,2014-7-18,1,0,44.24134395,36.54108982,5.408274599,2.479157117,26.58226201,25.23730542,17.65957447,9.574468085
2014,CS,uvo,Male,2014-7-17,0,0,44.17105316,36.20354534,5.642310896,1.959296074,26.81340881,25.78838688,18.55319149,9.85106383
2014,CS,uwo,Male,2014-6-22,0,0,43.40613784,35.80544481,5.304874464,1.99512761,26.54197499,25.21717571,18.14893617,9.489361702
2014,CS,uwp,Male,2014-6-22,0,0,44.2797907,35.682475,5.979669797,1.837810219,26.57156247,25.46302678,15.74468085,9.936170213
2014,CS,uvu,Male,2014-6-22,0,0,44.00340021,36.10405088,5.307775074,2.242234222,26.56680994,25.41936446,19.10638298,9.787234043
2014,CS,uvy,Male,2014-6-22,0,0,45.0427944,37.34992908,5.450962512,1.945616424,27.02859617,26.04725964,17.61702128,9.617021277
2014,CS,uyc,Male,2014-6-22,0,0,43.76595745,36.04265367,5.276981798,1.913711219,27.04060248,26.45943899,18.0212766,9.489361702
2014,CS,uyg,Male,2014-6-22,0,0,45.41580443,37.06835476,5.527043682,2.013647416,27.11578054,26.0935689,18.34042553,9.723404255
2014,CS,uylb,Male,2014-6-22,33,0,43.64660128,36.03133539,5.439032015,1.897915275,26.91326789,25.78920263,17.12765957,9.361702128
2014,CS,uyp,Male,2014-6-22,33,0,46.00486128,37.57004022,5.5997882,2.070836975,27.28874249,26.45377556,19.65957447,10.0212766
2014,CS,uyr,Male,2014-6-22,4,0,45.14364679,36.91714384,5.251312108,2.089010674,27.52791322,25.7226307,18.44680851,9.744680851
2014,CS,uyu,Male,2014-6-22,33,0,44.98325225,37.04453293,5.343137397,2.00011317,26.90213297,25.77192838,17.55319149,9.978723404
2014,CS,vcdb,Male,2014-6-22,33,0,44.33252778,36.05722653,5.366807768,2.563896,27.19629313,25.71113266,17.21276596,9.276595745
2014,CS,wcf,Male,2014-6-12,2,0,46.33236063,38.13535257,5.875461705,2.364096927,28.61525371,27.34423654,19.42553191,10.21276596
2014,CS,vcg,Male,2014-7-18,0,0,43.76434383,36.10714151,4.939104044,1.961605204,26.64885691,25.76417678,17.65957447,9.829787234
2014,CS,wclb,Male,2014-6-16,2,0,43.48828433,35.91814546,5.109972143,2.066569798,26.74651005,25.58899128,19.19148936,9.765957447
2014,CS,wcm,Male,2014-7-8,0,0,44.665433,37.04920688,5.298043234,2.095933678,27.75526079,26.44805754,17.46808511,9.765957447
2014,CS,vcp,Male,2014-6-22,0,0,45.492367,37.39402106,5.643153269,2.030326883,27.84667409,26.36327252,19.46808511,10.08510638
2014,CS,wcp,Male,2014-7-8,1,0,44.26917234,36.21922212,5.106427305,2.136259217,27.57390614,26.51953844,18.31914894,9.829787234
2014,CS,wcs,Male,2014-7-8,4,0,42.84990174,36.00836128,4.660011638,2.169795538,26.33749701,25.13989994,20.06382979,9.468085106
2014,CS,vcv,Male,2014-6-22,33,0,42.96953767,35.30002045,5.170606762,2.046538665,25.95300834,25.16197992,17.0212766,9.659574468
2014,CS,vcw,Male,2014-6-22,0,0,45.46563579,37.80817538,5.349953355,2.149041497,27.24668789,26.18774692,18.36170213,9.574468085
2014,CS,vdbf,Male,2014-7-18,0,0,43.65953818,36.38975301,5.075259763,1.917846423,25.84885056,24.94111904,17.0212766,9.85106383
2014,CS,wdbf,Male,2014-6-12,0,0,45.89878545,37.81043231,5.456150566,2.161643491,27.94210255,26.8244731,19.19148936,10.36170213
2014,CS,vdbw,Male,2014-6-22,4,0,45.2618057,36.6251799,5.956306882,2.15566673,28.38188917,27.0115212,18.76595745,10.27659574
2014,CS,vdby,Male,2014-7-18,1,0,42.740169,35.19008076,4.829834099,1.966790834,25.72246175,24.76152105,15.76595745,9.489361702
2014,CS,wfc,Male,2014-6-30,3,0,44.21481371,36.51363872,5.234085798,2.042553191,26.5321513,25.35364372,17.29787234,9.680851064
2014,CS,vfdb,Male,2014-7-18,0,0,44.05277402,36.60730273,4.917840141,2.042553191,26.63167218,25.59569493,18.31914894,9.659574468
2014,CS,wfp,Male,2014-7-5,0,0,45.12237773,37.90211595,5.106382979,2.278185963,27.13044282,25.96089765,17.0212766,9.680851064
2014,CS,wfr,Male,2014-7-5,17,0,44.70159599,36.6150617,5.561174664,2.237686997,26.63235876,25.55031698,17.65957447,9.85106383
2014,CS,wfu,Male,2014-7-8,0,0,42.60051092,35.78873299,4.788935868,2.14893617,26.11973503,25.17868614,20.06382979,9.510638298
2014,CS,wfy,Male,2014-6-30,10,0,43.59593159,35.86157432,5.278139788,2.180617528,26.24765339,25.13956697,18.19148936,9.744680851
2014,CS,wgc,Male,2014-6-30,3,0,45.13253457,37.31400532,5.347583573,2.192418725,27.10785897,25.75671439,19.70212766,9.553191489
2014,CS,wgdb,Male,2014-6-30,0,0,43.98335522,36.66589639,5.319531901,2.085214934,27.74454867,26.56156175,17.91489362,9.510638298
2014,CS,wgp,Male,2014-6-30,0,0,46.41905683,38.16692744,5.32021266,2.022284183,27.7284444,26.54721999,19.85106383,10.14893617
2014,CS,wgr,Male,2014-6-30,0,0,44.59673947,36.9396998,5.128763014,1.851552882,26.04704934,24.86418764,18.29787234,9.489361702
2014,CS,vgs,Male,2014-6-16,0,0,43.82512886,35.81953282,5.245101619,2.222971555,26.62032193,25.65233807,19.59574468,10.14893617
2014,CS,wgv,Male,2014-6-30,0,0,46.04820137,38.24943746,5.319829744,2.170629914,28.89946177,27.74448222,19.87234043,9.978723404
2014,CS,vgy,Male,2014-7-9,0,1,43.76033022,36.39979703,5.290989291,1.85106383,27.10529872,26.06844087,17.14893617,9.85106383
2014,CS,wlbdb,Male,2014-7-4,0,0,44.20259748,36.35273721,5.282769209,2.319929597,26.20699289,24.80010688,17.65957447,9.787234043
2014,CS,vlbf,Male,2014-6-16,0,0,45.00553258,37.01037991,5.348726278,2.194069953,28.38315227,26.94752359,18.5106383,10.06382979
2014,CS,wlbg,Male,2014-7-5,1,0,44.14994103,36.25532539,5.173013863,1.979752649,26.50599,25.87993137,17.89361702,10.29787234
2014,CS,vlblb,Male,2014-6-16,0,0,43.50494162,35.08553862,5.390080254,2.109389644,27.10074557,25.69658509,18.9787234,9.574468085
2014,CS,wlblb,Male,2014-7-4,0,0,44.42268374,37.19948548,4.988034574,2.255720558,26.60512752,25.43186529,18.08510638,9.957446809
2014,CS,vlbo,Male,2014-6-16,1,0,44.7926312,36.47404927,5.728187513,1.98603089,27.51371665,27.55994039,20.14893617,10.4893617
2014,CS,wlbo,Male,2014-6-30,1,0,45.31801517,37.06385422,5.617383934,2.242234222,27.28053805,25.85466045,17.12765957,9.617021277
2014,CS,wlbp,Male,2014-6-30,0,0,44.89995418,36.94664157,5.513964329,2.064268433,26.73185415,25.42343027,22.06382979,9.553191489
2014,CS,wmc,Male,2014-6-16,0,0,44.57335092,36.37830006,5.33448852,2.042996406,26.51089199,25.46717711,20.38297872,9.872340426
2014,CS,vmdb,Male,2014-6-16,0,0,46.5919604,38.16563458,5.822561137,2,27.0238466,25.60450821,18.06382979,9.957446809
2014,CS,wmdb,Male,2014-6-16,0,0,45.39233427,37.21091683,5.67718425,2.284634842,28.12637185,26.69664107,21.4893617,10.27659574
2014,CS,vmg,Male,2014-6-16,0,0,44.27710695,36.06659752,5.427033584,2.085214934,27.37488465,26.00961425,16.85106383,9.680851064
2014,CS,vmlb,Male,2014-6-12,0,0,44.62189626,36.64156582,5.300605977,2.021724474,27.35583642,26.41125092,20.17021277,9.893617021
2014,CS,vmm,Male,2014-7-9,0,0,44.2362991,36.63987937,5.075527344,1.958487235,26.48498795,25.50415465,16.53191489,9.425531915
2014,CS,wmm,Male,2014-7-4,16,0,47.78396097,39.82589997,5.275437416,2.040446609,27.12430516,25.71059563,19.27659574,9.978723404
2014,CS,wmo,Male,2014-6-12,2,0,44.70922098,36.95491729,5.425907371,2.199839494,26.81271464,25.5159649,17.61702128,9.914893617
2014,CS,wmv,Male,2014-7-4,2,0,43.88556665,36.41678783,5.302143028,1.958487235,25.49747954,24.18009952,19.23404255,9.170212766
2014,CS,wodb,Male,2014-7-4,6,0,42.91793152,35.2995139,5.021321673,2.109067707,26.16493646,25.00522951,17.36170213,9.617021277
2014,CS,wog,Male,2014-6-12,0,0,43.57858711,35.77678396,5.404632254,2.212868246,27.08861381,25.87228796,15.68085106,9.340425532
2014,CS,woo,Male,2014-6-16,0,0,44.74680037,36.72757058,5.35730992,2.013647416,26.84895105,25.5187116,16.9787234,9.319148936
2014,CS,vor,Male,2014-6-30,20,0,45.11486271,37.30233858,5.191489362,2.237686997,27.93064734,26.69268196,20.04255319,9.893617021
2014,CS,vos,Male,2014-6-30,0,0,44.80333768,36.6150617,5.702286438,2.364096927,27.7916946,26.27625441,19.40425532,9.659574468
2014,CS,vow,Male,2014-6-16,0,0,44.51219435,36.18180665,5.539928729,2.129361022,27.44035529,26.48215,16.36170213,9.70212766
2014,CS,vpdb,Male,2014-7-9,11,0,45.83757515,37.85001135,5.256008224,2.299447844,28.07027332,27.03679164,18.04255319,10.10638298
2014,CS,vpf,Male,2014-7-9,1,0,45.49357105,37.43953629,5.555799502,2.222971555,27.18628811,25.90681409,19.72340426,9.893617021
2014,CS,vpm,Male,2014-6-30,0,0,44.24206532,36.82570623,5.063874486,2.019596166,26.30610511,25.19414098,15.9787234,9.787234043
2014,CS,vpo,Male,2014-6-30,10,0,44.95909312,37.32147789,5.29787234,1.945616424,27.6935969,26.45150715,19.78723404,10.23404255
2014,CS,vpp,Male,2014-6-30,0,0,44.88494925,37.20445025,5.261517578,2.000452642,26.55869183,25.46630787,20.68085106,9.744680851
2014,CS,vpr,Male,2014-6-30,0,0,44.28626169,36.89143899,5.191663757,2.148409457,27.77762963,26.4087433,18.0212766,9.829787234
2014,CS,vps,Male,2014-7-5,3,0,42.68304655,34.68009397,5.344789266,1.957099877,26.01557879,24.98675686,17.04255319,9.510638298
2014,CS,wps,Male,2014-7-4,0,0,41.76673783,34.65999242,4.723452175,1.810512034,25.69413006,24.47206256,17.91489362,8.85106383
2014,CS,wpu,Male,2014-6-16,0,1,46.40433336,38.00000596,5.427033584,2.200148149,27.93668373,26.76716772,18.55319149,9.787234043
2014,CS,wrc,Male,2014-6-16,2,0,44.01247817,35.8766876,5.408274599,2.217772568,27.67439569,26.26027717,19.21276596,9.978723404
2014,CS,vrf,Male,2014-6-12,2,0,42.20349933,34.63626556,5.239272599,1.940374206,26.45189723,25.4343841,17.06382979,9.659574468
2014,CS,vrg,Male,2014-6-12,0,0,43.38340133,35.89438004,5.256395789,2.215321765,27.97448011,26.58130927,16.59574468,9.361702128
2014,CS,wrg,Male,2014-6-16,1,0,44.21289394,36.08902653,5.555432824,2.051509619,26.48962954,25.43778709,17.78723404,9.680851064
2014,CS,vrlb,Male,2014-6-12,0,0,42.19042176,35.1419871,5.043046928,2.145562973,26.89014664,26.00714207,16.89361702,9.936170213
2014,CS,vrm,Male,2014-6-12,0,0,43.44837141,35.56811763,5.127836141,2.173964217,26.82815746,25.90977235,19.31914894,9.70212766
2014,CS,vro,Male,2014-6-12,3,1,43.56387005,35.47497668,5.466884544,2.333160872,28.3173531,27.21792638,21.31914894,10.12765957
2014,CS,wrv,Male,2014-7-4,0,0,45.42342414,37.29279863,5.531914894,2.191902461,27.94628796,26.8121693,18.42553191,10.06382979
2014,CS,wrw,Male,2014-7-4,0,0,42.56449318,34.66140951,5.299965407,2.028430788,26.48938168,25.35204765,17.76595745,9.914893617
2014,CS,wsg,Male,2014-6-30,0,0,44.48382598,36.93648887,5.02416073,2.322659845,27.65652788,26.20846487,19.31914894,9.765957447
2014,CS,wsm,Male,2014-7-9,0,0,44.73533659,36.71647576,5.327865199,2.428236641,27.85412592,26.37179457,19.91489362,9.744680851
2014,CS,vso,Male,2014-7-9,0,0,46.53286829,38.59858302,5.195368275,2.108101598,28.86844655,27.76378306,19.40425532,10.29787234
2014,CS,wsr,Male,2014-7-4,16,0,43.47277133,35.42596639,5.500401236,2.385352161,28.41560055,27.24003586,21.53191489,10.14893617
2014,CS,vss,Male,2014-6-12,5,1,44.19396832,36.11691944,5.437575286,2.235663039,26.04022635,25.22339126,19.21276596,9.489361702
2014,CS,vsu,Male,2014-6-12,0,1,44.45711969,36.53866157,5.427033584,2.191489362,27.73369605,26.28088533,18.72340426,9.914893617
2014,CS,wsu,Male,2014-7-4,2,0,45.46840371,38.02699715,5.328714803,2.051509619,27.51899192,26.25138293,16.82978723,10.0212766
2014,CS,vulb,Male,2014-7-10,7,0,44.68636744,36.9115027,5.087954335,1.915366372,26.46814851,25.43180006,18.04255319,9.829787234
2014,CS,vum,Male,2014-6-30,4,0,46.06461598,38.30007677,5.43370265,1.979752649,27.22581777,25.99012256,17.72340426,9.914893617
2014,CS,vuo,Male,2014-7-5,11,0,46.15089801,38.21278965,5.385669162,1.980552803,27.77488268,26.80699038,18.72340426,10.34042553
2014,CS,vur,Male,2014-7-5,0,0,44.13037292,36.4942246,5.106382979,2.322659845,27.00184561,25.83810757,18.9787234,9.617021277
2014,CS,wur,Male,2014-7-4,6,0,42.90654356,36.29215989,5.082791247,1.971388831,27.42508941,26.15070547,19.0212766,9.638297872
2014,CS,wuu,Male,2014-6-30,1,0,44.3735991,36.53186533,5.19776391,2.146723107,27.49906265,26.64080579,17.63829787,9.978723404
2014,CS,wuw,Male,2014-6-30,1,0,45.1920353,37.0325857,5.851218567,2.278185963,26.63248123,25.50183282,18.19148936,9.936170213
2014,CS,vwc,Male,2014-7-5,5,0,44.08523474,36.61665039,5.061683793,2.172506089,26.72624947,25.57296242,17.63829787,9.659574468
2014,CS,vwf,Male,2014-7-5,0,0,44.15324767,36.41231243,5.532078557,1.894692499,25.7771745,24.83118154,14.80851064,9.468085106
2014,CS,vvg,Male,2014-7-5,0,0,43.95831702,36.57447427,5.106427305,2.046538665,26.75542558,25.70485833,19.44680851,9.70212766
2014,CS,wvlb,Male,2014-7-4,1,0,43.74468603,36.5124299,5.032803214,1.979180913,26.96806244,25.7773236,18.93617021,9.829787234
2014,CS,wvm,Male,2014-7-4,2,0,44.68511631,36.78408364,5.234215531,2.065583813,27.02404026,25.66513441,16.53191489,9.70212766
2014,CS,wvo,Male,2014-6-30,7,0,45.32380358,37.39106707,5.236161135,2.361702128,28.16820593,26.78428452,19.27659574,10.23404255
2014,CS,wwo,Male,2014-6-30,1,1,45.72304783,37.85826298,5.130483905,2.251100028,27.59980581,26.33723906,18.68085106,9.893617021
2014,CS,wvp,Male,2014-6-30,0,0,44.38194854,36.19425984,5.513964329,1.917846423,26.47771634,25.30399582,20.0212766,9.787234043
2014,CS,wwp,Male,2014-7-5,5,0,43.57252531,35.90973165,5.234734429,2.022284183,27.43125582,26.14364008,17.42553191,9.829787234
2014,CS,vwr,Male,2014-6-12,8,0,42.49272299,34.46249626,5.426574785,2.216445386,27.05592735,26.06786346,17.95744681,9.787234043
2014,CS,vwu,Male,2014-6-30,1,0,44.97363545,36.35901911,5.299410184,2.219302946,28.04578154,26.64317449,20.74468085,10.12765957
2014,CS,wwu,Male,2014-7-16,1,0,45.44530438,37.44316351,5.437200635,2.575259242,27.26563981,26.73492896,17.78723404,10.40425532
2014,CS,vvv,Male,2014-6-12,6,1,45.00625177,37.11776372,5.596108717,2.025750927,27.56430028,25.95607671,19.53191489,9.425531915
2014,CS,vwy,Male,2014-7-5,0,0,44.08884914,36.06634021,5.319829744,1.978837791,26.3115458,25.10032032,17.29787234,9.829787234
2014,CS,wvy,Male,2014-7-4,0,0,42.94262756,35.36377596,5.176819175,2.199839494,25.54887663,24.34179268,19.63829787,9.553191489
2014,CS,vydb,Male,2014-7-5,3,0,44.72286272,36.50248508,5.562354875,2.356713151,25.59127475,26.79772339,17.12765957,9.680851064
2014,CS,vyf,Male,2014-7-5,10,0,44.88648224,36.37574272,6.093618507,2.398977449,27.35137245,25.91995896,18.21276596,9.893617021
2014,CS,vyg,Male,2014-7-9,1,0,43.9365875,36.40500764,4.819465961,2.043550289,26.73674319,25.60395447,16.14893617,9.553191489
2014,CS,wyg,Male,2014-7-5,4,0,42.24206473,35.57091757,4.942768884,2.417025022,25.94731261,24.82029106,19.68085106,9.744680851
2014,CS,wym,Male,2014-7-4,8,0,43.89413269,35.94576167,5.256869441,2.043550289,27.19192492,25.75085162,17.70212766,9.978723404
2014,CS,vyo,Male,2014-6-30,0,0,44.13921452,36.9195288,5.556492049,2.426371635,26.70309731,25.48212142,18.55319149,9.574468085
2014,CS,vyp,Male,2014-6-12,0,0,43.57783398,36.15955412,5.404632254,1.984320613,27.52645352,26.39184984,18.17021277,9.85106383
2014,CS,wyr,Male,2014-7-16,1,0,44.65735958,36.8721931,5.43370265,2.069196794,26.02880877,24.75546311,15.76595745,9.744680851
2014,CS,wys,Male,2014-7-9,0,0,44.17778089,36.79531186,4.935069576,1.979752649,26.62160104,25.84251107,17.55319149,9.829787234
2014,CS,vyv,Male,2014-6-16,0,0,44.22560377,36.5954045,5.510802593,2.320027161,27.46499473,26.20315557,19.87234043,9.914893617
2014,CS,wyw,Male,2014-7-5,11,0,45.57298307,37.53590103,5.106560281,1.978837791,27.12576516,25.74552398,18.61702128,9.574468085
2014,CS,ycc,Male,2014-7-5,0,0,41.91064888,34.92371561,4.957857713,2.021724474,25.81552192,24.6530507,16.06382979,9.489361702
2014,CS,ycf,Male,2014-7-4,0,0,42.40562178,34.94089299,5.302014957,1.990129559,26.13592605,24.98122742,15.19148936,9.723404255
2014,CS,yclb,Male,2014-7-16,4,0,43.70076548,35.98163608,5.289363414,2.661701277,26.96025244,25.61651026,20.10638298,9.617021277
2014,CS,yco,Male,2014-7-4,0,0,45.90139411,37.87822092,5.454947377,2.321587631,26.60546483,25.43509748,19.19148936,9.29787234
2014,CS,ydbu,Male,2014-6-16,1,0,43.17073708,35.40466448,5.383651459,2.173964217,26.79952256,25.42043383,19.91489362,9.680851064
2014,CS,yfm,Male,2014-7-8,0,0,44.89584042,37.07789752,5.484617775,2.025303939,27.94631904,26.75922605,18.74468085,9.978723404
2014,CS,yfo,Male,2014-7-8,2,0,44.36464096,36.60220131,5.344662217,2.195204453,27.34726695,26.11577337,18.21276596,9.85106383
2014,CS,yfp,Male,2014-6-16,0,1,44.71744196,36.29096864,5.492000026,2.117101463,27.37311527,26.16108029,18.68085106,9.893617021
2014,CS,ygdb,Male,2014-7-8,0,0,45.74646706,37.72513826,5.489732793,2.150620785,27.59371568,26.48461608,20.9787234,10.10638298
2014,CS,ygw,Male,2014-7-4,0,0,45.71112079,37.83876709,5.260528041,2.021724474,27.12287306,26.00541744,16.21276596,10.04255319
2014,CS,ygy,Male,2014-7-5,0,1,43.91738819,35.98476867,5.340595064,2.215321765,25.90827701,25.17079593,16.27659574,9.85106383
2014,CS,ylbw,Male,2014-7-4,0,0,45.40766503,37.62542026,5.169906304,2.364096927,28.0193678,26.82596553,19.65957447,10.21276596
2014,CS,ymf,Male,2014-7-5,5,0,45.62792125,37.66962842,5.383020772,2.04963312,28.01916168,26.4727697,17.5106383,9.893617021
2014,CS,ymy,Male,2014-7-5,0,0,46.31079685,37.61611268,5.636491079,2.487542525,27.74291723,26.60154773,19.23404255,10.19148936
2014,CS,yof,Male,2014-7-4,0,0,43.42748648,35.30731024,5.498631461,2.413651382,26.34415408,25.27449457,18.0212766,9.595744681
2015,CS,ccc,Male,2015-6-13,0,0,41.76193802,33.57120904,8.193730421,2.677148421,29.58289518,29.53394928,15.26119719,9.355685378
2015,CS,ccdb,Male,2015-7-18,0,0,44.24067395,37.02119634,7.219833206,2.372182711,29.84619211,30.01450978,14.54152908,9.800186267
2015,CS,ccg,Male,2015-7-18,0,0,42.43646601,35.07356278,7.366044365,2.815252731,29.73063669,29.685577,18.3515367,9.52501905
2015,CS,cclb,Male,2015-7-18,0,1,42.55433494,35.13929811,7.415146897,2.350364067,29.14709804,29.098349,17.99170265,9.567352468
2015,CS,ccm,Male,2015-7-18,0,0,42.1855897,35.01014732,7.175514351,2.561260689,28.90375921,29.87950639,16.21369909,9.122851579
2015,CS,cco,Male,2015-7-18,0,0,43.5326687,35.44422149,8.088451444,2.667763102,30.36474261,30.50386716,16.17136568,9.461518923
2015,CS,cdbr,Male,2015-6-13,0,0,43.58535687,35.61451613,7.979878926,2.561959191,29.72498518,29.82806071,16.84870036,9.165184997
2015,CS,cdbs,Male,2015-7-21,2,0,44.9177504,37.04370079,7.874130048,2.391931251,30.24231013,29.91851452,15.66336466,9.503852341
2015,CS,cdbu,Male,2015-7-21,0,0,42.63008636,34.88643637,7.754415375,2.520260774,28.87741935,28.60347346,14.54152908,8.995851325
2015,CS,cdbv,Male,2015-7-21,0,0,41.09611803,33.82790619,7.276483786,2.624756583,28.77767336,28.81021505,16.76403353,9.271018542
2015,CS,cdby,Male,2015-7-21,2,1,42.63038693,34.90482601,7.725878418,2.286398273,29.01563796,28.77377021,15.85386504,9.609685886
2015,CS,cfc,Male,2015-7-21,0,0,43.41423673,35.30206587,8.112263991,2.646177292,29.21929769,29.07512065,15.53636441,9.694352722
2015,CS,cfdb,Male,2015-7-21,0,0,42.45889002,35.08856998,7.370392007,2.498031496,29.03263483,29.17425917,16.59469986,9.165184997
2015,CS,cff,Male,2015-7-21,0,0,43.19938617,35.4482474,7.751176869,2.391838117,29.22278596,29.2341165,15.59986453,9.715519431
2015,CS,cfo,Male,2015-7-21,1,1,42.6157819,35.39408602,7.223926848,2.625438151,28.56170307,28.72678224,15.32469732,9.059351452
2015,CS,cfw,Male,2015-7-3,1,0,44.1990094,36.36686987,7.832139531,2.921082042,30.50415714,29.77030946,14.98602997,8.572517145
2015,CS,cfy,Male,2015-7-3,0,0,41.72242401,34.14600373,7.577800356,2.420514774,28.81103421,29.1992126,15.62103124,9.588519177
2015,CS,cgc,Male,2015-7-18,0,0,42.88509017,35.35707815,7.548446364,3.028024723,30.63893616,30.50887732,16.91220049,9.73668614
2015,CS,cgg,Male,2015-7-3,0,0,41.21445686,33.82654729,7.387939209,2.349602066,28.57545932,28.59391669,15.66336466,9.52501905
2015,CS,clbdb,Male,2015-7-3,1,0,41.89692236,34.38404877,7.516090932,2.308043349,29.1150326,29.02224833,16.65819998,9.186351706
2015,CS,clblb,Male,2015-7-3,0,0,42.90525358,35.24348489,7.662814326,2.645838625,28.72341673,28.90031962,14.77436288,9.228685124
2015,CS,cpw,Male,2015-7-3,0,0,43.7187283,36.48006519,7.239293879,2.857818982,31.78825459,31.94867708,16.17136568,9.821352976
2015,CS,crc,Male,2015-7-3,0,0,43.87860892,36.59724409,7.281623063,2.751752604,30.47686902,30.33513462,17.27203454,9.694352722
2015,CS,crdb,Male,2015-7-3,0,0,44.38804928,36.11716197,8.283108966,2.351028702,30.02442427,29.9487173,17.10270087,9.652019304
2015,CS,crdb,Male,2015-7-3,0,0,44.38804928,36.11716197,8.283108966,2.351028702,30.02442427,29.9487173,17.10270087,9.652019304
2015,CS,crg,Male,2015-7-3,0,0,43.47729235,35.46070612,8.032258065,2.694911523,29.81413301,29.70664211,16.31953264,9.249851833
2015,CS,cro,Male,2015-7-21,0,0,45.72134451,37.84679113,7.874726949,2.753708407,30.52531538,30.493106,16.7005334,9.461518923
2015,CS,crp,Male,2015-7-3,0,1,43.54185505,35.78498857,7.759757853,2.457620015,29.65789095,29.48601516,15.45169757,9.165184997
2015,CS,cry,Male,2015-7-3,0,0,46.00468631,37.28728727,8.720785708,2.180272627,31.42599484,31.19052155,16.55236644,9.906019812
2015,CS,cry,Male,2015-7-3,0,0,46.00468631,37.28728727,8.720785708,2.180272627,31.42599484,31.19052155,16.55236644,9.906019812
2015,CS,csdb,Male,2015-7-21,0,1,44.33782491,35.81323343,8.530420794,2.456159512,30.12054864,29.80904665,16.61586657,9.800186267
2015,CS,cslb,Male,2015-7-21,0,0,42.5336593,34.80942342,7.725878418,2.773160613,28.52653459,28.40879477,14.05469478,9.31335196
2015,CS,csp,Male,2015-7-3,0,0,42.90579968,35.07755482,7.836516806,2.563356193,29.36564431,29.00531073,16.53119973,9.080518161
2015,CS,csr,Male,2015-7-3,0,0,42.77817712,34.77742359,8.001126069,2.435644738,29.38186436,30.72958683,16.38303277,9.440352214
2015,CS,css,Male,2015-7-3,18,0,44.07073491,36.17841842,7.897481162,2.942172551,30.16817162,30.24274405,15.64219795,9.884853103
2015,CS,csu,Male,2015-7-3,0,0,45.61427906,36.72621709,8.900093134,2.800491068,25.94599526,31.12848192,17.166201,9.990686648
2015,CS,csu,Male,2015-7-3,0,0,45.59048345,36.95295911,8.657831682,2.013618661,25.94599526,31.12848192,17.166201,9.990686648
2015,CS,csw,Male,2015-7-21,2,0,41.90072813,34.38516214,7.515642198,2.351028702,28.33860808,28.22015071,14.37219541,8.89001778
2015,CS,csy,Male,2015-7-21,0,0,45.82604775,37.50762425,8.318542037,2.372182711,31.00527263,31.00881382,17.99170265,9.842519685
2015,CS,cuc,Male,2015-7-21,0,0,44.32677165,36.28961561,8.048056896,2.796007959,30.43999661,30.65901702,16.04436542,9.630852595
2015,CS,cudb,Male,2015-7-21,1,1,44.61944374,36.6819321,7.937515875,2.35188807,30.48172466,30.32780671,15.34586403,9.94835323
2015,CS,cug,Male,2015-7-3,0,0,43.85760308,35.37162391,8.49165185,2.181813564,31.43375243,31.38955846,14.83786301,9.461518923
2015,CS,culb,Male,2015-7-3,0,0,40.39071628,34.23056896,6.171103209,2.690254847,28.925381,29.2058526,13.58902718,9.271018542
2015,CS,cup,Male,2015-7-3,0,1,41.1153628,35.74570739,5.725387351,1.859783253,30.15281729,30.19172593,15.45169757,9.567352468
2015,CS,cwdb,Male,2015-7-3,0,0,41.99825586,34.4835831,7.515642198,2.137837609,29.77978791,29.59777326,13.41969351,8.932351198
2015,CS,cvg,Male,2015-7-3,0,1,45.32838456,37.17887139,8.149868766,2.944911523,30.50613411,30.16707518,15.07069681,9.757852849
2015,CS,cvlb,Male,2015-7-3,0,1,43.90600711,36.06306409,7.86014732,2.667763102,31.41178774,31.43163788,17.78003556,10.22352045
2015,CS,cvm,Male,2015-7-3,3,0,44.79144865,36.14880196,8.643510287,2.865333164,29.8399945,29.63517484,16.95453391,9.52501905
2015,CS,cvm,Male,2015-7-3,3,0,44.54789603,35.97151384,8.577639489,2.09817543,29.8399945,29.63517484,16.95453391,9.52501905
2015,CS,cws,Male,2015-7-3,0,0,41.88900178,34.41772077,7.472927779,2.668347303,28.88395775,28.88441919,13.52552705,8.847684362
2015,CS,cwv,Male,2015-7-3,0,0,44.36938024,36.70307341,7.685234104,2.434539836,29.86284184,30.01634705,17.65303531,9.228685124
2015,CS,cyo,Male,2015-7-3,4,0,42.60858945,34.58646177,8.022292778,2.54000508,28.03019219,28.19449666,17.54720176,8.826517653
2015,CS,dbcp,Male,2015-7-21,0,0,45.59368385,37.12882059,8.468825671,2.466353399,29.75529379,28.30081068,16.27719922,9.419185505
2015,CS,dbdbr,Male,2015-7-3,1,0,43.77902379,35.77355008,8.01008382,2.476593853,30.55308187,30.25978537,15.76919821,9.73668614
2015,CS,dbdby,Male,2015-6-29,0,0,44.17638642,36.66074422,7.523833714,2.272834646,29.98722801,30.05896622,15.36703073,9.969519939
2015,CS,dbflb,Male,2015-7-23,0,0,42.29261705,34.9485522,7.34497079,2.730585895,28.3815765,28.58747777,14.54152908,9.334518669
2015,CS,dbflb,Male,2015-7-23,0,0,42.29261705,34.9485522,7.34497079,2.730585895,28.3815765,28.58747777,14.54152908,9.334518669
